"Fecha","SF45422","SF45423","SF45424","SF45425","SF45426","SF45427","SF45428","SF45429","SF45430","SF45431","SF45432","SF45433","SF45434","SF45435","SF45436","SF45437","SF45438","SF45439","SF45440","SF45441","SF45442","SF45443","SF45444","SF45445","SF45446","SF45447","SF45448","SF45449","SF45450","SF45451","SF45452","SF45453","SF45454","SF45455","SF45456","SF45457","SF45458","SF45459","SF45460","SF45461","SF45462","SF45463","SF45464","SF45465","SF45466","SF45467","SF45468","SF45469","SF45470","SF45471","SF45472","SF45473","SF45474","SF45475","SF45476","SF45477","SF45478","SF45479","SF45480","SF45481","SF45482","SF45483","SF45484","SF45485","SF46617","SF46618","SF46619","SF46620","SF50761","SF50762","SF50763","SF50764","SF50765","SF50766","SF50767","SF50768","SF59767","SF59768","SF59769","SF59770","SF59771","SF59772","SF59773","SF59774","SF59775","SF59776","SF59777","SF59778","SF60720","SF60721","SF60722","SF60723","SF61784","SF61785","SF61786","SF61787","SF64846","SF64847","SF64848","SF64849","SF66800","SF66801","SF66802","SF66803","SF66804","SF66805","SF66806","SF66807"
07/04/2015,23.000000,86.000000,177.000000,359.000000,N/E,1346.000000,1709.000000,N/E,3530.000000,7170.000000,3894.000000,N/E,2529.000000,N/E,N/E,N/E,9.980728,9.980728,9.926724,9.926724,9.843045,9.843045,9.666461,9.666461,N/E,N/E,112.222259,114.819481,99.669149,101.196927,N/E,N/E,132.117633,135.173189,118.350318,120.718374,613.247827,620.538012,N/E,N/E,99.421890,99.601334,N/E,N/E,N/E,N/E,N/E,N/E,3.022312,3.090010,3.243209,3.460088,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11538.000000,N/E,4.000000,N/E,N/E,599.616354,606.096519,331.000000,N/E,1759.000000,3.080000,N/E,3.080000,99.898861,99.950194,N/E,N/E,99.023027,99.074360,10082.000000,118.874636,121.242692,7.750000,982.000000,559.444742,565.114886,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/04/2015,22.000000,85.000000,176.000000,358.000000,N/E,1345.000000,1708.000000,N/E,3529.000000,7169.000000,3893.000000,N/E,2528.000000,N/E,N/E,N/E,9.981578,9.981578,9.927245,9.927245,9.844923,9.844923,9.666918,9.666918,N/E,N/E,112.359199,114.980032,99.783361,101.325028,N/E,N/E,132.285690,135.369023,118.370576,120.760159,612.733682,620.090969,N/E,N/E,99.383033,99.571922,N/E,N/E,N/E,N/E,N/E,N/E,3.020073,3.103971,3.221995,3.464835,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11537.000000,N/E,4.000000,N/E,N/E,595.474533,602.014343,330.000000,N/E,1758.000000,3.070000,N/E,3.070000,99.901747,99.961441,N/E,N/E,99.022045,99.081739,10081.000000,119.078198,121.467781,7.750000,981.000000,559.468896,565.191230,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/04/2015,28.000000,91.000000,175.000000,357.000000,N/E,1344.000000,1707.000000,N/E,3528.000000,7168.000000,3892.000000,N/E,2527.000000,N/E,N/E,N/E,9.976644,9.976644,9.923194,9.923194,9.846686,9.846686,9.670398,9.670398,N/E,N/E,113.944281,116.588725,98.740093,100.295649,N/E,N/E,130.988600,134.099711,119.707842,122.118953,616.861915,624.286317,N/E,N/E,99.299669,99.498002,N/E,N/E,N/E,N/E,N/E,N/E,3.009944,3.061997,3.202994,3.437002,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11536.000000,N/E,4.000000,N/E,N/E,590.908007,597.507475,364.000000,N/E,1820.000000,0.000000,N/E,0.000000,99.898174,99.898174,N/E,N/E,98.984078,98.984078,10080.000000,115.424077,117.835188,7.750000,980.000000,559.779321,565.553856,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/04/2015,27.000000,90.000000,174.000000,356.000000,N/E,1343.000000,1706.000000,N/E,3527.000000,7167.000000,3891.000000,N/E,2526.000000,N/E,N/E,N/E,9.977404,9.977404,9.923451,9.923451,9.847396,9.847396,9.669246,9.669246,N/E,N/E,112.088092,114.756148,99.372496,100.941940,N/E,N/E,131.476634,134.615523,116.682901,119.115540,612.350331,619.841864,N/E,N/E,99.402704,99.610482,N/E,N/E,N/E,N/E,N/E,N/E,3.019623,3.085580,3.206253,3.459115,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11535.000000,N/E,4.000000,N/E,N/E,589.466334,596.125474,363.000000,N/E,1819.000000,3.050000,N/E,3.050000,99.886608,99.895080,N/E,N/E,98.953607,98.962079,10079.000000,116.422198,118.854837,7.750000,979.000000,560.109178,565.935926,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
13/04/2015,24.000000,87.000000,171.000000,353.000000,N/E,1340.000000,1703.000000,N/E,3524.000000,7164.000000,3888.000000,N/E,2523.000000,N/E,N/E,N/E,9.979908,9.979908,9.925734,9.925734,9.849364,9.849364,9.671795,9.671795,N/E,N/E,112.129464,114.868353,99.447299,101.058410,N/E,N/E,131.473899,134.696121,116.935631,119.432853,613.363483,621.059591,N/E,N/E,99.399841,99.635952,N/E,N/E,N/E,N/E,N/E,N/E,3.019868,3.096069,3.219786,3.460716,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11532.000000,N/E,4.000000,N/E,N/E,590.516461,597.357446,360.000000,N/E,1816.000000,3.040000,N/E,3.040000,99.886885,99.920663,N/E,N/E,98.955221,98.988999,10076.000000,116.569391,119.066613,7.750000,976.000000,560.268839,566.254701,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
14/04/2015,23.000000,86.000000,170.000000,352.000000,N/E,1339.000000,1702.000000,N/E,3523.000000,7163.000000,3887.000000,N/E,2522.000000,N/E,N/E,N/E,9.980888,9.980888,9.927195,9.927195,9.851801,9.851801,9.677217,9.677217,N/E,N/E,112.306533,115.069033,99.578684,101.203684,N/E,N/E,131.888682,135.138682,117.713343,120.232093,615.620097,623.384463,N/E,N/E,99.392910,99.638466,N/E,N/E,N/E,N/E,N/E,N/E,2.997172,3.070002,3.185541,3.411301,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11531.000000,N/E,4.000000,N/E,N/E,594.972707,601.874365,359.000000,N/E,1815.000000,3.030000,N/E,3.030000,99.890853,99.932936,N/E,N/E,98.940078,98.982161,10075.000000,117.622257,120.141007,7.750000,975.000000,559.951767,565.990718,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
15/04/2015,22.000000,85.000000,169.000000,351.000000,N/E,1338.000000,1701.000000,N/E,3522.000000,7162.000000,3886.000000,N/E,2521.000000,N/E,N/E,N/E,9.982036,9.982036,9.928493,9.928493,9.853824,9.853824,9.680070,9.680070,N/E,N/E,112.398058,115.184169,99.662000,101.300889,N/E,N/E,131.866953,135.144731,118.072475,120.612753,617.831687,625.664344,N/E,N/E,99.301060,99.556060,N/E,N/E,N/E,N/E,N/E,N/E,2.944854,3.050344,3.160000,3.389783,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11530.000000,N/E,4.000000,N/E,N/E,600.408301,607.370663,358.000000,N/E,1814.000000,3.030000,N/E,3.030000,99.893136,99.943636,N/E,N/E,98.939818,98.990318,10074.000000,117.901898,120.442176,7.750000,974.000000,560.254532,566.346599,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
16/04/2015,28.000000,91.000000,182.000000,364.000000,N/E,1337.000000,1700.000000,N/E,3521.000000,7161.000000,3885.000000,N/E,2520.000000,N/E,N/E,N/E,9.977102,9.977102,9.923145,9.923145,9.842709,9.842709,9.669453,9.669453,N/E,N/E,112.444254,115.253976,99.740780,101.393558,N/E,N/E,131.875444,135.181000,117.961713,120.523519,618.434882,626.335863,N/E,N/E,99.342347,99.606791,N/E,N/E,N/E,N/E,N/E,N/E,2.950785,3.063966,3.160970,3.380901,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11529.000000,N/E,4.000000,N/E,N/E,602.040239,609.063333,357.000000,N/E,1813.000000,3.030000,N/E,3.030000,99.889517,99.948434,N/E,N/E,98.907477,98.966394,10073.000000,117.908708,120.470514,7.750000,973.000000,560.468239,566.613447,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
17/04/2015,27.000000,90.000000,181.000000,363.000000,N/E,1336.000000,1699.000000,N/E,3520.000000,7160.000000,3884.000000,N/E,2519.000000,N/E,N/E,N/E,9.978027,9.978027,9.923988,9.923988,9.843233,9.843233,9.669606,9.669606,N/E,N/E,112.396001,115.229334,99.649323,101.315990,N/E,N/E,131.616286,134.949619,117.562568,120.145901,617.210423,625.179763,N/E,N/E,99.353778,99.627667,N/E,N/E,N/E,N/E,N/E,N/E,2.936185,3.063768,3.167676,3.388592,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11528.000000,N/E,4.000000,N/E,N/E,601.036375,608.120232,356.000000,N/E,1812.000000,3.030000,N/E,3.030000,99.890338,99.957671,N/E,N/E,98.908025,98.975358,10072.000000,117.564677,120.148010,7.750000,972.000000,560.394902,566.593277,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
20/04/2015,24.000000,87.000000,178.000000,360.000000,N/E,1333.000000,1696.000000,N/E,3517.000000,7157.000000,3881.000000,N/E,2516.000000,N/E,N/E,N/E,9.980571,9.980571,9.926165,9.926165,9.846159,9.846159,9.670856,9.670856,N/E,N/E,112.157367,115.061534,99.368240,101.076573,N/E,N/E,130.976670,134.393337,116.428105,119.076022,613.065823,621.240434,N/E,N/E,99.348606,99.650828,N/E,N/E,N/E,N/E,N/E,N/E,2.920023,3.077968,3.160005,3.403463,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11525.000000,N/E,4.000000,N/E,N/E,592.381773,599.648094,353.000000,N/E,1809.000000,3.030000,N/E,3.030000,99.891247,99.983830,N/E,N/E,98.909694,99.002277,10069.000000,116.350822,118.998739,7.750000,969.000000,560.083467,566.441498,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
21/04/2015,23.000000,86.000000,177.000000,359.000000,N/E,1332.000000,1695.000000,N/E,3516.000000,7156.000000,3880.000000,N/E,2515.000000,N/E,N/E,N/E,9.981237,9.981237,9.926819,9.926819,9.847297,9.847297,9.671176,9.671176,N/E,N/E,112.105590,115.033368,99.249492,100.971714,N/E,N/E,130.872243,134.316687,116.274535,118.943979,612.337834,620.580936,N/E,N/E,99.352017,99.663684,N/E,N/E,N/E,N/E,N/E,N/E,2.942338,3.085974,3.153986,3.409512,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11524.000000,N/E,4.000000,N/E,N/E,594.915062,602.242263,352.000000,N/E,1808.000000,3.030000,N/E,3.030000,99.891551,99.992551,N/E,N/E,98.910256,99.011256,10068.000000,116.290455,118.959899,7.750000,968.000000,559.599323,566.010624,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
22/04/2015,22.000000,85.000000,176.000000,358.000000,N/E,1331.000000,1694.000000,N/E,3515.000000,7155.000000,3879.000000,N/E,2514.000000,N/E,N/E,N/E,9.982005,9.982005,9.928036,9.928036,9.848801,9.848801,9.672064,9.672064,N/E,N/E,112.124462,115.075851,99.169923,100.906034,N/E,N/E,130.615472,134.087694,115.796276,118.487248,612.830183,621.141808,N/E,N/E,99.346584,99.667695,N/E,N/E,N/E,N/E,N/E,N/E,2.949945,3.069980,3.140186,3.409490,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11523.000000,N/E,4.000000,N/E,N/E,592.179331,599.567442,351.000000,N/E,1807.000000,3.030000,N/E,3.030000,99.891853,100.001270,N/E,N/E,98.910557,99.019974,10067.000000,116.042552,118.733524,7.750000,967.000000,559.802215,566.266812,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
23/04/2015,28.000000,91.000000,175.000000,357.000000,N/E,1330.000000,1693.000000,N/E,3514.000000,7154.000000,3878.000000,N/E,2513.000000,N/E,N/E,N/E,9.977173,9.977173,9.923479,9.923479,9.850168,9.850168,9.677828,9.677828,N/E,N/E,112.162383,115.137383,99.291439,101.041439,N/E,N/E,130.957226,134.457226,116.415137,119.127637,612.032927,620.413110,N/E,N/E,99.358682,99.689238,N/E,N/E,N/E,N/E,N/E,N/E,2.941615,3.050547,3.129143,3.356945,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11522.000000,N/E,4.000000,N/E,N/E,591.807004,599.256055,350.000000,N/E,1806.000000,3.030000,N/E,3.030000,99.890703,100.008536,N/E,N/E,98.853601,98.971434,10066.000000,116.729830,119.442330,7.750000,966.000000,559.653391,566.171311,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
24/04/2015,27.000000,90.000000,174.000000,356.000000,N/E,1329.000000,1692.000000,N/E,3513.000000,7153.000000,3877.000000,N/E,2512.000000,N/E,N/E,N/E,9.978008,9.978008,9.924502,9.924502,9.851440,9.851440,9.680043,9.680043,N/E,N/E,112.154267,115.152878,99.339778,101.103667,N/E,N/E,131.121483,134.649261,116.663034,119.397062,612.049242,620.498015,N/E,N/E,99.361936,99.701936,N/E,N/E,N/E,N/E,N/E,N/E,2.938730,3.042893,3.120006,3.342465,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11521.000000,N/E,4.000000,N/E,N/E,590.842304,598.352325,349.000000,N/E,1805.000000,3.030000,N/E,3.030000,99.888672,100.014922,N/E,N/E,98.853287,98.979537,10065.000000,117.104805,119.838833,7.750000,965.000000,559.766075,566.337343,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
27/04/2015,24.000000,87.000000,171.000000,353.000000,N/E,1326.000000,1689.000000,N/E,3510.000000,7150.000000,3874.000000,N/E,2509.000000,N/E,N/E,N/E,9.980452,9.980452,9.926847,9.926847,9.853503,9.853503,9.681989,9.681989,N/E,N/E,111.987238,115.056682,99.248737,101.054293,N/E,N/E,130.838700,134.449811,116.514070,119.312681,610.330654,618.975924,N/E,N/E,99.360390,99.728723,N/E,N/E,N/E,N/E,N/E,N/E,2.937943,3.049327,3.130001,3.349696,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11518.000000,N/E,4.000000,N/E,N/E,587.471775,595.156459,346.000000,N/E,1802.000000,3.020000,N/E,3.020000,99.890033,100.041033,N/E,N/E,98.854920,99.005920,10062.000000,116.722844,119.521455,7.750000,962.000000,559.634075,566.358174,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
28/04/2015,23.000000,86.000000,170.000000,352.000000,N/E,1325.000000,1688.000000,N/E,3509.000000,7149.000000,3873.000000,N/E,2508.000000,N/E,N/E,N/E,9.981188,9.981188,9.927764,9.927764,9.854978,9.854978,9.683750,9.683750,N/E,N/E,111.959095,115.052151,99.133044,100.952488,N/E,N/E,130.548090,134.186979,116.104278,118.924417,607.456075,616.165222,N/E,N/E,99.356240,99.734018,N/E,N/E,N/E,N/E,N/E,N/E,2.950037,3.045834,3.116247,3.340003,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11517.000000,N/E,4.000000,N/E,N/E,585.679495,593.420959,345.000000,N/E,1801.000000,3.020000,N/E,3.020000,99.889694,100.049083,N/E,N/E,98.851511,99.010900,10061.000000,116.106982,118.927121,7.750000,961.000000,559.428070,566.201851,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
29/04/2015,22.000000,85.000000,169.000000,351.000000,N/E,1324.000000,1687.000000,N/E,3508.000000,7148.000000,3872.000000,N/E,2507.000000,N/E,N/E,N/E,9.982041,9.982041,9.928723,9.928723,9.855674,9.855674,9.685483,9.685483,N/E,N/E,111.975819,115.092486,99.196976,101.030309,N/E,N/E,130.388685,134.055352,116.024796,118.866463,606.316599,615.089585,N/E,N/E,99.361896,99.749118,N/E,N/E,N/E,N/E,N/E,N/E,2.944033,3.040462,3.119421,3.330567,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11516.000000,N/E,4.000000,N/E,N/E,580.485227,588.283436,344.000000,N/E,1800.000000,3.010000,N/E,3.010000,99.890384,100.057606,N/E,N/E,98.851601,99.018823,10060.000000,115.856601,118.698268,7.750000,960.000000,559.935525,566.758958,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
30/04/2015,28.000000,91.000000,182.000000,364.000000,N/E,1323.000000,1686.000000,N/E,3507.000000,7147.000000,3871.000000,N/E,2506.000000,N/E,N/E,N/E,9.976876,9.976876,9.923493,9.923493,9.843246,9.843246,9.668593,9.668593,N/E,N/E,112.758874,115.899152,99.852808,101.700030,N/E,N/E,126.793634,130.488078,113.840392,116.703586,600.816410,609.653194,N/E,N/E,98.996877,99.393544,N/E,N/E,N/E,N/E,N/E,N/E,2.979977,3.049985,3.150006,3.389999,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11515.000000,N/E,4.000000,N/E,N/E,575.537914,583.392833,343.000000,N/E,1799.000000,3.010000,N/E,3.010000,99.760349,99.935932,N/E,N/E,98.766005,98.941588,10059.000000,113.394493,116.257687,7.750000,959.000000,567.771754,574.644808,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/05/2015,24.000000,87.000000,178.000000,360.000000,N/E,1319.000000,1682.000000,N/E,3503.000000,7143.000000,3867.000000,N/E,2502.000000,N/E,N/E,N/E,9.980078,9.980078,9.926854,9.926854,9.846567,9.846567,9.664877,9.664877,N/E,N/E,111.436892,114.671614,98.735876,100.638654,N/E,N/E,129.052460,132.858016,114.413428,117.362734,600.061694,609.153281,N/E,N/E,99.359437,99.793881,N/E,N/E,N/E,N/E,N/E,N/E,2.994265,3.049033,3.151494,3.467432,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11511.000000,N/E,4.000000,N/E,N/E,568.908387,576.989798,339.000000,N/E,1795.000000,3.020000,N/E,3.020000,99.889413,100.099135,N/E,N/E,98.850848,99.060570,10055.000000,114.007429,116.956735,7.750000,955.000000,559.628305,566.699539,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/05/2015,23.000000,86.000000,177.000000,359.000000,N/E,1318.000000,1681.000000,N/E,3502.000000,7142.000000,3866.000000,N/E,2501.000000,N/E,N/E,N/E,9.980552,9.980552,9.927409,9.927409,9.845436,9.845436,9.659696,9.659696,N/E,N/E,111.319460,114.577793,98.524208,100.440875,N/E,N/E,128.464502,132.297835,112.874374,115.845207,596.080701,605.235892,N/E,N/E,99.358674,99.802563,N/E,N/E,N/E,N/E,N/E,N/E,3.049966,3.060912,3.193027,3.532740,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11510.000000,N/E,4.000000,N/E,N/E,562.713715,570.851662,338.000000,N/E,1794.000000,3.010000,N/E,3.010000,99.889713,100.107102,N/E,N/E,98.850605,99.067994,10054.000000,112.876981,115.847814,7.750000,954.000000,558.195690,565.316394,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/05/2015,22.000000,85.000000,176.000000,358.000000,N/E,1317.000000,1680.000000,N/E,3501.000000,7141.000000,3865.000000,N/E,2500.000000,N/E,N/E,N/E,9.981423,9.981423,9.928179,9.928179,9.847273,9.847273,9.660843,9.660843,N/E,N/E,111.206051,114.487995,98.444196,100.374752,N/E,N/E,128.105516,131.966627,111.985665,114.978026,595.794177,605.012932,N/E,N/E,99.356120,99.809453,N/E,N/E,N/E,N/E,N/E,N/E,3.045530,3.063835,3.172413,3.530248,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11509.000000,N/E,4.000000,N/E,N/E,564.341297,572.535745,337.000000,N/E,1793.000000,3.020000,N/E,3.020000,99.890028,100.117282,N/E,N/E,98.852277,99.083298,10053.000000,111.936266,114.928627,7.750000,953.000000,557.541869,564.712011,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/05/2015,28.000000,91.000000,175.000000,357.000000,N/E,1316.000000,1679.000000,N/E,3500.000000,7140.000000,3864.000000,N/E,2499.000000,N/E,N/E,N/E,9.976709,9.976709,9.923432,9.923432,9.848485,9.848485,9.662156,9.662156,N/E,N/E,111.374612,114.680168,98.835404,100.779848,N/E,N/E,128.872195,132.761084,112.724767,115.738656,602.859149,612.141427,N/E,N/E,99.365798,99.828576,N/E,N/E,N/E,N/E,N/E,N/E,3.001548,3.052436,3.164832,3.525952,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11508.000000,N/E,4.000000,N/E,N/E,573.680190,581.931104,336.000000,N/E,1792.000000,0.000000,N/E,0.000000,99.887564,99.887564,N/E,N/E,98.853787,98.853787,10052.000000,112.889784,115.903673,7.750000,952.000000,558.286320,565.505870,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/05/2015,27.000000,90.000000,174.000000,356.000000,N/E,1315.000000,1678.000000,N/E,3499.000000,7139.000000,3863.000000,N/E,2498.000000,N/E,N/E,N/E,9.977813,9.977813,9.924447,9.924447,9.848627,9.848627,9.666776,9.666776,N/E,N/E,111.789545,115.118712,99.216152,101.174485,N/E,N/E,129.984735,133.901402,113.823118,116.858535,608.535946,617.881710,N/E,N/E,99.369169,99.841391,N/E,N/E,N/E,N/E,N/E,N/E,2.964845,3.045127,3.179992,3.485837,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11507.000000,N/E,4.000000,N/E,N/E,579.919623,588.226969,335.000000,N/E,1791.000000,2.990000,N/E,2.990000,99.887902,99.896208,N/E,N/E,98.854508,98.862814,10051.000000,114.146475,117.181892,7.750000,951.000000,559.567313,566.836240,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/05/2015,24.000000,87.000000,171.000000,353.000000,N/E,1312.000000,1675.000000,N/E,3496.000000,7136.000000,3860.000000,N/E,2495.000000,N/E,N/E,N/E,9.980284,9.980284,9.926749,9.926749,9.850922,9.850922,9.670026,9.670026,N/E,N/E,111.560947,114.960947,98.891504,100.891504,N/E,N/E,129.196168,133.196168,112.617112,115.717112,604.921383,614.460357,N/E,N/E,99.361343,99.861899,N/E,N/E,N/E,N/E,N/E,N/E,2.963242,3.053443,3.185980,3.480005,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11504.000000,N/E,4.000000,N/E,N/E,572.057806,580.536894,332.000000,N/E,1788.000000,2.980000,N/E,2.980000,99.888901,99.922012,N/E,N/E,98.855605,98.888716,10048.000000,113.036572,116.136572,7.750000,948.000000,558.484370,565.903572,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/05/2015,23.000000,86.000000,170.000000,352.000000,N/E,1311.000000,1674.000000,N/E,3495.000000,7135.000000,3859.000000,N/E,2494.000000,N/E,N/E,N/E,9.980870,9.980870,9.926960,9.926960,9.852021,9.852021,9.669298,9.669298,N/E,N/E,111.445771,114.869382,98.732159,100.746048,N/E,N/E,128.855739,132.883517,112.413604,115.535132,604.423678,614.029011,N/E,N/E,99.360439,99.870439,N/E,N/E,N/E,N/E,N/E,N/E,3.000000,3.079985,3.180741,3.497854,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11503.000000,N/E,4.000000,N/E,N/E,571.039012,579.577086,331.000000,N/E,1787.000000,2.980000,N/E,2.980000,99.889272,99.930661,N/E,N/E,98.854128,98.895517,10047.000000,112.612723,115.734251,7.750000,947.000000,558.590636,566.061450,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
13/05/2015,22.000000,85.000000,169.000000,351.000000,N/E,1310.000000,1673.000000,N/E,3494.000000,7134.000000,3858.000000,N/E,2493.000000,N/E,N/E,N/E,9.981691,9.981691,9.927765,9.927765,9.851090,9.851090,9.667277,9.667277,N/E,N/E,111.612111,115.059333,98.779971,100.807749,N/E,N/E,128.586406,132.641962,112.111088,115.254144,605.376701,615.048394,N/E,N/E,99.399669,99.919113,N/E,N/E,N/E,N/E,N/E,N/E,3.001514,3.081625,3.219996,3.529995,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,3.400000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11502.000000,N/E,4.000000,N/E,N/E,570.833394,579.430455,330.000000,N/E,1786.000000,2.980000,N/E,2.980000,99.889555,99.939222,N/E,N/E,98.856874,98.906541,10046.000000,112.315959,115.459015,7.750000,946.000000,558.397461,565.919889,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
