"Fecha","SF45422","SF45423","SF45424","SF45425","SF45426","SF45427","SF45428","SF45429","SF45430","SF45431","SF45432","SF45433","SF45434","SF45435","SF45436","SF45437","SF45438","SF45439","SF45440","SF45441","SF45442","SF45443","SF45444","SF45445","SF45446","SF45447","SF45448","SF45449","SF45450","SF45451","SF45452","SF45453","SF45454","SF45455","SF45456","SF45457","SF45458","SF45459","SF45460","SF45461","SF45462","SF45463","SF45464","SF45465","SF45466","SF45467","SF45468","SF45469","SF45470","SF45471","SF45472","SF45473","SF45474","SF45475","SF45476","SF45477","SF45478","SF45479","SF45480","SF45481","SF45482","SF45483","SF45484","SF45485","SF46617","SF46618","SF46619","SF46620","SF50761","SF50762","SF50763","SF50764","SF50765","SF50766","SF50767","SF50768","SF59767","SF59768","SF59769","SF59770","SF59771","SF59772","SF59773","SF59774","SF59775","SF59776","SF59777","SF59778","SF60720","SF60721","SF60722","SF60723","SF61784","SF61785","SF61786","SF61787","SF64846","SF64847","SF64848","SF64849","SF66800","SF66801","SF66802","SF66803","SF66804","SF66805","SF66806","SF66807"
02/01/2015,27.000000,89.000000,174.000000,342.000000,N/E,1259.000000,1804.000000,N/E,3625.000000,7265.000000,N/E,N/E,2442.000000,N/E,N/E,N/E,9.979825,9.979825,9.927564,9.927564,9.855967,9.855967,9.701700,9.701700,N/E,N/E,99.995780,100.193697,99.208610,99.416943,N/E,N/E,131.596100,132.012767,114.430940,114.753857,N/E,N/E,N/E,N/E,100.343550,101.218050,N/E,N/E,N/E,N/E,N/E,N/E,2.695438,2.951374,3.023542,3.236546,N/E,4.750000,5.000000,N/E,10.000000,7.750000,N/E,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11633.000000,N/E,4.000000,N/E,N/E,606.013123,606.891973,272.000000,N/E,1798.000000,3.090000,N/E,3.070000,99.883680,99.960930,N/E,N/E,98.847220,99.034831,10177.000000,115.495760,115.818677,7.750000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/2015,24.000000,86.000000,171.000000,339.000000,N/E,1256.000000,1801.000000,N/E,3622.000000,7262.000000,N/E,N/E,2439.000000,N/E,N/E,N/E,9.982000,9.982000,9.930244,9.930244,9.858925,9.858925,9.705258,9.705258,N/E,N/E,100.089900,100.327400,99.126190,99.376190,N/E,N/E,131.480690,131.980690,114.447870,114.835370,N/E,N/E,N/E,N/E,100.335560,101.234810,N/E,N/E,N/E,N/E,N/E,N/E,2.704869,2.940531,3.012499,3.225060,N/E,4.750000,5.000000,N/E,10.000000,7.750000,N/E,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11630.000000,N/E,4.000000,N/E,N/E,600.434590,601.490027,269.000000,N/E,1795.000000,3.100000,N/E,3.080000,99.888870,99.992203,N/E,N/E,98.851000,99.064889,10174.000000,115.063800,115.451300,7.750000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/2015,23.000000,85.000000,170.000000,338.000000,N/E,1255.000000,1800.000000,N/E,3621.000000,7261.000000,N/E,N/E,2438.000000,N/E,N/E,N/E,9.983517,9.983517,9.931528,9.931528,9.860694,9.860694,9.708944,9.708944,N/E,N/E,100.304570,100.555264,99.430010,99.693899,N/E,N/E,132.035790,132.563568,115.546200,115.955228,N/E,N/E,N/E,N/E,100.353170,101.260670,N/E,N/E,N/E,N/E,N/E,N/E,2.584207,2.919984,2.991685,3.192937,N/E,4.750000,5.000000,N/E,10.000000,7.750000,N/E,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11629.000000,N/E,4.000000,N/E,N/E,608.221893,609.336254,268.000000,N/E,1794.000000,3.100000,N/E,3.080000,99.886440,99.998384,N/E,N/E,98.864730,99.087174,10173.000000,115.949420,116.358448,7.750000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/2015,22.000000,84.000000,169.000000,337.000000,N/E,1254.000000,1799.000000,N/E,3620.000000,7260.000000,N/E,N/E,2437.000000,N/E,N/E,N/E,9.984050,9.984050,9.932100,9.932100,9.861514,9.861514,9.710742,9.710742,N/E,N/E,100.630430,100.894319,99.825860,100.103638,N/E,N/E,132.844370,133.399926,116.776350,117.206906,N/E,N/E,N/E,N/E,100.555840,101.471590,N/E,N/E,N/E,N/E,N/E,N/E,2.614170,2.929894,2.991425,3.182039,N/E,4.750000,5.000000,N/E,10.000000,7.750000,N/E,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11628.000000,N/E,4.000000,N/E,N/E,612.794981,613.968295,267.000000,N/E,1793.000000,3.090000,N/E,3.070000,99.889880,100.010047,N/E,N/E,98.895730,99.125980,10172.000000,117.541350,117.971906,7.750000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/2015,28.000000,91.000000,182.000000,364.000000,N/E,1253.000000,1798.000000,N/E,3619.000000,7259.000000,N/E,N/E,2436.000000,N/E,N/E,N/E,9.978222,9.978222,9.926947,9.926947,9.850861,9.850861,9.689589,9.689589,N/E,N/E,100.806080,101.083163,100.207280,100.498947,N/E,N/E,133.361400,133.944733,117.811560,118.263643,N/E,N/E,N/E,N/E,100.557940,101.481940,N/E,N/E,N/E,N/E,N/E,N/E,2.806140,2.911277,2.994664,3.168348,N/E,4.750000,5.000000,N/E,10.000000,7.750000,N/E,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11627.000000,N/E,4.000000,N/E,N/E,617.527218,618.759516,420.000000,N/E,1792.000000,0.000000,N/E,0.000000,99.807840,99.807840,N/E,N/E,98.907440,98.907440,10171.000000,118.423380,118.875463,7.750000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/2015,27.000000,90.000000,181.000000,363.000000,N/E,1252.000000,1797.000000,N/E,3618.000000,7258.000000,N/E,N/E,2435.000000,N/E,N/E,N/E,9.978400,9.978400,9.928250,9.928250,9.851681,9.851681,9.691450,9.691450,N/E,N/E,100.860060,101.150338,100.226030,100.531586,N/E,N/E,133.273420,133.884531,117.692130,118.165741,N/E,N/E,N/E,N/E,100.562090,101.494340,N/E,N/E,N/E,N/E,N/E,N/E,2.886234,2.890741,2.994404,3.157422,N/E,4.750000,5.000000,N/E,10.000000,7.750000,N/E,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11626.000000,N/E,4.000000,N/E,N/E,614.494689,615.786001,419.000000,N/E,1791.000000,3.000000,N/E,3.000000,99.809680,99.818013,N/E,N/E,98.907740,98.916073,10170.000000,117.767130,118.240741,7.750000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/2015,24.000000,87.000000,178.000000,360.000000,N/E,1249.000000,1794.000000,N/E,3615.000000,7255.000000,N/E,N/E,2432.000000,N/E,N/E,N/E,9.980996,9.980996,9.930474,9.930474,9.853693,9.853693,9.693463,9.693463,N/E,N/E,100.765612,101.095473,100.090387,100.437609,N/E,N/E,133.069723,133.764167,117.436357,117.974551,N/E,N/E,N/E,N/E,100.570913,101.527913,N/E,N/E,N/E,N/E,N/E,N/E,2.856028,2.897080,3.002953,3.162306,N/E,4.750000,5.000000,N/E,10.000000,7.750000,N/E,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11623.000000,N/E,4.000000,N/E,N/E,614.117618,615.585592,416.000000,N/E,1788.000000,3.000000,N/E,3.000000,99.813196,99.846529,N/E,N/E,98.940420,98.973753,10167.000000,117.647017,118.185211,7.750000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
13/01/2015,23.000000,86.000000,177.000000,359.000000,N/E,1248.000000,1793.000000,N/E,3614.000000,7254.000000,N/E,N/E,2431.000000,N/E,N/E,N/E,9.981847,9.981847,9.931087,9.931087,9.854630,9.854630,9.694335,9.694335,N/E,N/E,100.540518,100.883574,99.992371,100.353482,N/E,N/E,132.966363,133.688585,117.429744,117.989466,N/E,N/E,N/E,N/E,100.570797,101.536047,N/E,N/E,N/E,N/E,N/E,N/E,2.846506,2.904748,3.000293,3.161810,N/E,4.750000,5.000000,N/E,10.000000,7.750000,N/E,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11622.000000,N/E,4.000000,N/E,N/E,610.953826,612.480645,415.000000,N/E,1787.000000,3.000000,N/E,3.000000,99.815293,99.856960,N/E,N/E,98.968663,99.010330,10166.000000,117.376807,117.936529,7.750000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
14/01/2015,22.000000,85.000000,176.000000,358.000000,N/E,1247.000000,1792.000000,N/E,3613.000000,7253.000000,N/E,N/E,2430.000000,N/E,N/E,N/E,9.982696,9.982696,9.931731,9.931731,9.855263,9.855263,9.693184,9.693184,N/E,N/E,100.768253,101.124503,100.349763,100.724763,N/E,N/E,133.676925,134.426925,118.603400,119.184650,N/E,N/E,N/E,N/E,100.726622,101.700122,N/E,N/E,N/E,N/E,N/E,N/E,2.836472,2.911268,3.004009,3.182959,N/E,4.750000,5.000000,N/E,10.000000,7.750000,N/E,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11621.000000,N/E,4.000000,N/E,N/E,617.881544,619.467197,414.000000,N/E,1786.000000,3.000000,N/E,3.000000,99.827331,99.877331,N/E,N/E,98.978532,99.028532,10165.000000,119.013120,119.594370,7.750000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
15/01/2015,28.000000,91.000000,175.000000,357.000000,N/E,1246.000000,1791.000000,N/E,3612.000000,7252.000000,N/E,N/E,2429.000000,N/E,N/E,N/E,9.978712,9.978712,9.926945,9.926945,9.856256,9.856256,9.693212,9.693212,N/E,N/E,100.951518,101.320962,100.654367,101.043256,N/E,N/E,134.422780,135.200558,119.891849,120.494627,N/E,N/E,N/E,N/E,100.726449,101.708199,N/E,N/E,N/E,N/E,N/E,N/E,2.742868,2.911357,3.000145,3.191574,N/E,4.750000,5.000000,N/E,10.000000,7.750000,N/E,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11620.000000,N/E,4.000000,N/E,N/E,625.332144,626.976641,413.000000,N/E,1785.000000,3.000000,N/E,3.000000,99.842074,99.900407,N/E,N/E,99.002598,99.060931,10164.000000,120.365582,120.968360,7.750000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
16/01/2015,27.000000,90.000000,174.000000,356.000000,N/E,1427.000000,1790.000000,N/E,3611.000000,7251.000000,3975.000000,N/E,2428.000000,N/E,N/E,N/E,9.978969,9.978969,9.927529,9.927529,9.857434,9.857434,9.695072,9.695072,N/E,N/E,114.133386,114.818108,100.845365,101.248143,N/E,N/E,135.318966,136.124522,121.357955,121.982261,633.406485,635.322753,N/E,N/E,100.726276,101.716276,N/E,N/E,N/E,N/E,N/E,N/E,2.810043,2.920002,2.992301,3.180525,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11619.000000,N/E,4.000000,N/E,N/E,633.534049,635.237398,412.000000,N/E,1784.000000,3.000000,N/E,3.000000,99.842978,99.909645,N/E,N/E,98.978768,99.045435,10163.000000,122.341661,122.965967,7.750000,1063.000000,565.815377,567.305808,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
19/01/2015,24.000000,87.000000,171.000000,353.000000,N/E,1424.000000,1787.000000,N/E,3608.000000,7248.000000,3972.000000,N/E,2425.000000,N/E,N/E,N/E,9.981680,9.981680,9.929916,9.929916,9.859842,9.859842,9.698435,9.698435,N/E,N/E,114.025660,114.781216,100.668669,101.113113,N/E,N/E,135.316826,136.205715,121.388279,122.077168,635.024289,637.139239,N/E,N/E,100.721990,101.736740,N/E,N/E,N/E,N/E,N/E,N/E,2.753044,2.920496,2.992639,3.171079,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11616.000000,N/E,4.000000,N/E,N/E,633.992558,635.872514,409.000000,N/E,1781.000000,3.000000,N/E,3.000000,99.844329,99.935996,N/E,N/E,98.980329,99.071996,10160.000000,122.119410,122.808299,7.750000,1060.000000,566.192654,567.837615,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
20/01/2015,23.000000,86.000000,170.000000,352.000000,N/E,1423.000000,1786.000000,N/E,3607.000000,7247.000000,3971.000000,N/E,2424.000000,N/E,N/E,N/E,9.982497,9.982497,9.930568,9.930568,9.861094,9.861094,9.699363,9.699363,N/E,N/E,113.854984,114.634151,100.639582,101.097915,N/E,N/E,135.222094,136.138761,121.224589,121.935006,634.995785,637.176982,N/E,N/E,100.723732,101.746732,N/E,N/E,N/E,N/E,N/E,N/E,2.744404,2.926777,2.982974,3.169998,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11615.000000,N/E,4.000000,N/E,N/E,633.499879,635.438721,408.000000,N/E,1780.000000,3.000000,N/E,3.000000,99.845489,99.945489,N/E,N/E,98.980079,99.080079,10159.000000,123.133955,123.844372,7.750000,1059.000000,566.325084,568.021570,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
21/01/2015,22.000000,85.000000,169.000000,351.000000,N/E,1422.000000,1785.000000,N/E,3606.000000,7246.000000,3970.000000,N/E,2423.000000,N/E,N/E,N/E,9.983283,9.983283,9.931528,9.931528,9.861922,9.861922,9.701094,9.701094,N/E,N/E,113.738414,114.541192,100.555925,101.028147,N/E,N/E,134.744151,135.688595,120.693020,121.424964,632.999161,635.246614,N/E,N/E,100.848271,101.879521,N/E,N/E,N/E,N/E,N/E,N/E,2.740090,2.919984,2.982488,3.160162,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11614.000000,N/E,4.000000,N/E,N/E,631.474246,633.471982,407.000000,N/E,1779.000000,3.000000,N/E,3.000000,99.847028,99.955361,N/E,N/E,98.993825,99.102158,10158.000000,121.525006,122.256950,7.750000,1058.000000,566.371513,568.119532,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
22/01/2015,28.000000,91.000000,182.000000,350.000000,N/E,1421.000000,1784.000000,N/E,3605.000000,7245.000000,3969.000000,N/E,2422.000000,N/E,N/E,N/E,9.977681,9.977681,9.926734,9.926734,9.850777,9.850777,9.703766,9.703766,N/E,N/E,114.117126,114.943515,100.821412,101.307523,N/E,N/E,135.389107,136.361329,122.027351,122.780823,630.216719,632.530436,N/E,N/E,100.445699,101.485199,N/E,N/E,N/E,N/E,N/E,N/E,2.876005,2.919828,2.996377,3.139996,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11613.000000,N/E,4.000000,N/E,N/E,628.770666,630.827304,406.000000,N/E,1778.000000,3.000000,N/E,3.000000,99.848056,99.964723,N/E,N/E,99.034466,99.151133,10157.000000,122.860183,123.613655,7.750000,1057.000000,564.289547,566.089105,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
23/01/2015,27.000000,90.000000,181.000000,349.000000,N/E,1420.000000,1783.000000,N/E,3604.000000,7244.000000,3968.000000,N/E,2421.000000,N/E,N/E,N/E,9.978474,9.978474,9.927445,9.927445,9.852120,9.852120,9.707073,9.707073,N/E,N/E,114.465087,115.315087,101.397684,101.897684,N/E,N/E,136.049849,137.049849,123.363374,124.138374,631.914463,634.294455,N/E,N/E,100.478375,101.526125,N/E,N/E,N/E,N/E,N/E,N/E,2.876325,2.923411,2.985408,3.112778,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11612.000000,N/E,4.000000,N/E,N/E,633.989823,636.105371,405.000000,N/E,1777.000000,3.000000,N/E,3.000000,99.850344,99.975344,N/E,N/E,99.040332,99.165332,10156.000000,124.673292,125.448292,7.750000,1056.000000,564.812741,566.663846,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
26/01/2015,24.000000,87.000000,178.000000,346.000000,N/E,1417.000000,1780.000000,N/E,3601.000000,7241.000000,3965.000000,N/E,2418.000000,N/E,N/E,N/E,9.981253,9.981253,9.930276,9.930276,9.854875,9.854875,9.713299,9.713299,N/E,N/E,114.623422,115.544255,101.617583,102.159250,N/E,N/E,136.122608,137.205941,123.657966,124.497549,631.321542,633.899930,N/E,N/E,100.542189,101.614689,N/E,N/E,N/E,N/E,N/E,N/E,2.817332,2.905389,2.978335,3.071064,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11609.000000,N/E,4.000000,N/E,N/E,636.458061,638.749961,402.000000,N/E,1774.000000,3.000000,N/E,3.000000,99.850948,100.000948,N/E,N/E,99.041586,99.191586,10153.000000,125.273354,126.112937,7.750000,1053.000000,566.409719,568.415132,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
27/01/2015,23.000000,86.000000,177.000000,345.000000,N/E,1416.000000,1779.000000,N/E,3600.000000,7240.000000,3964.000000,N/E,2417.000000,N/E,N/E,N/E,9.981805,9.981805,9.931448,9.931448,9.856077,9.856077,9.714927,9.714927,N/E,N/E,114.682147,115.626591,101.799600,102.355156,N/E,N/E,136.371503,137.482614,123.911658,124.772769,628.956192,631.600383,N/E,N/E,100.542037,101.622787,N/E,N/E,N/E,N/E,N/E,N/E,2.853104,2.889426,2.969992,3.061963,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11608.000000,N/E,4.000000,N/E,N/E,632.693751,635.044143,401.000000,N/E,1773.000000,3.000000,N/E,3.000000,99.849614,100.007947,N/E,N/E,99.053652,99.211985,10152.000000,125.563600,126.424711,7.750000,1052.000000,565.895653,567.952246,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
28/01/2015,22.000000,85.000000,176.000000,344.000000,N/E,1415.000000,1778.000000,N/E,3599.000000,7239.000000,3963.000000,N/E,2416.000000,N/E,N/E,N/E,9.982605,9.982605,9.932523,9.932523,9.857152,9.857152,9.717711,9.717711,N/E,N/E,115.054482,116.022538,101.961363,102.530807,N/E,N/E,137.117149,138.256038,124.499991,125.382630,632.201471,634.911450,N/E,N/E,100.665184,101.754184,N/E,N/E,N/E,N/E,N/E,N/E,2.851415,2.877264,2.964234,3.040003,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11607.000000,N/E,4.000000,N/E,N/E,638.689012,641.097882,400.000000,N/E,1772.000000,3.000000,N/E,3.000000,99.849440,100.016107,N/E,N/E,99.054134,99.220801,10151.000000,126.088929,126.971568,7.750000,1051.000000,566.237885,568.345646,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
29/01/2015,28.000000,91.000000,175.000000,343.000000,N/E,1414.000000,1777.000000,N/E,3598.000000,7238.000000,3962.000000,N/E,2415.000000,N/E,N/E,N/E,9.978235,9.978235,9.928515,9.928515,9.857543,9.857543,9.712219,9.712219,N/E,N/E,114.782104,115.773771,101.610240,102.193573,N/E,N/E,136.559594,137.726261,123.635974,124.540141,633.045664,635.821415,N/E,N/E,100.664960,101.762210,N/E,N/E,N/E,N/E,N/E,N/E,2.804461,2.848339,2.972895,3.109940,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11606.000000,N/E,4.000000,N/E,N/E,635.086620,637.553954,399.000000,N/E,1771.000000,3.000000,N/E,3.000000,99.849887,100.024887,N/E,N/E,99.066369,99.241369,10150.000000,124.938585,125.842752,7.750000,1050.000000,566.560511,568.719429,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
30/01/2015,27.000000,90.000000,174.000000,342.000000,N/E,1413.000000,1776.000000,N/E,3597.000000,7237.000000,3961.000000,N/E,2414.000000,N/E,N/E,N/E,9.979507,9.979507,9.927884,9.927884,9.857971,9.857971,9.710341,9.710341,N/E,N/E,114.633000,115.648278,101.608042,102.205264,N/E,N/E,136.761511,137.955955,123.693608,124.619302,634.078683,636.920191,N/E,N/E,100.908506,102.014006,N/E,N/E,N/E,N/E,N/E,N/E,2.738011,2.905594,2.980868,3.139995,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11605.000000,N/E,4.000000,N/E,N/E,634.018802,636.544587,398.000000,N/E,1770.000000,3.000000,N/E,3.000000,99.858148,100.041481,N/E,N/E,99.067030,99.250363,10149.000000,125.272665,126.198359,7.750000,1049.000000,565.249611,567.459673,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/02/2015,23.000000,86.000000,170.000000,338.000000,N/E,1409.000000,1772.000000,N/E,3593.000000,7233.000000,3957.000000,N/E,2410.000000,N/E,N/E,N/E,9.981817,9.981817,9.931339,9.931339,9.860312,9.860312,9.707376,9.707376,N/E,N/E,113.862263,114.971985,100.897897,101.550675,N/E,N/E,135.764450,137.070006,121.374362,122.386168,628.383524,631.487907,N/E,N/E,100.839720,101.978220,N/E,N/E,N/E,N/E,N/E,N/E,2.851219,2.894052,3.000005,3.210657,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11601.000000,N/E,4.000000,N/E,N/E,622.354855,625.114306,394.000000,N/E,1766.000000,3.010000,N/E,3.010000,99.865270,100.082659,N/E,N/E,99.069137,99.286526,10145.000000,122.532397,123.544203,7.750000,1045.000000,562.981405,565.395925,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/02/2015,22.000000,85.000000,169.000000,337.000000,N/E,1408.000000,1771.000000,N/E,3592.000000,7232.000000,3956.000000,N/E,2409.000000,N/E,N/E,N/E,9.982555,9.982555,9.932114,9.932114,9.861204,9.861204,9.707872,9.707872,N/E,N/E,113.764957,114.898290,100.685215,101.351882,N/E,N/E,135.381724,136.715057,121.487963,122.521296,630.432595,633.602658,N/E,N/E,100.752156,101.898906,N/E,N/E,N/E,N/E,N/E,N/E,2.859625,2.894824,2.998215,3.214562,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11600.000000,N/E,4.000000,N/E,N/E,630.838217,633.656051,393.000000,N/E,1765.000000,3.010000,N/E,3.010000,99.865583,100.099931,N/E,N/E,99.067930,99.301591,10144.000000,122.783271,123.816604,7.750000,1044.000000,562.869881,565.335485,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/02/2015,28.000000,91.000000,182.000000,364.000000,N/E,1407.000000,1770.000000,N/E,3591.000000,7231.000000,3955.000000,N/E,2408.000000,N/E,N/E,N/E,9.977871,9.977871,9.927476,9.927476,9.849644,9.849644,9.682888,9.682888,N/E,N/E,113.647235,114.804179,100.656706,101.337262,N/E,N/E,135.006086,136.367197,121.143852,122.198713,631.456665,634.692393,N/E,N/E,100.751850,101.906850,N/E,N/E,N/E,N/E,N/E,N/E,2.851467,2.890041,3.019474,3.238985,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11599.000000,N/E,4.000000,N/E,N/E,630.759121,633.635324,392.000000,N/E,1820.000000,0.000000,N/E,0.000000,99.871416,99.871416,N/E,N/E,99.017010,99.017010,10143.000000,122.232292,123.287153,7.750000,1043.000000,562.615769,565.132446,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/02/2015,27.000000,90.000000,181.000000,363.000000,N/E,1406.000000,1769.000000,N/E,3590.000000,7230.000000,3954.000000,N/E,2407.000000,N/E,N/E,N/E,9.978678,9.978678,9.928116,9.928116,9.850419,9.850419,9.682690,9.682690,N/E,N/E,112.984868,114.165424,99.862870,100.557314,N/E,N/E,133.094816,134.483705,118.690838,119.767227,622.985050,626.286427,N/E,N/E,100.753374,101.916624,N/E,N/E,N/E,N/E,N/E,N/E,2.849008,2.896179,3.020269,3.250002,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11598.000000,N/E,4.000000,N/E,N/E,612.863111,615.797668,391.000000,N/E,1819.000000,3.020000,N/E,3.020000,99.871724,99.880113,N/E,N/E,98.980956,98.989345,10142.000000,120.009369,121.085758,7.750000,1042.000000,561.133008,563.700746,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/02/2015,24.000000,87.000000,178.000000,360.000000,N/E,1403.000000,1766.000000,N/E,3587.000000,7227.000000,3951.000000,N/E,2404.000000,N/E,N/E,N/E,9.981314,9.981314,9.930006,9.930006,9.853807,9.853807,9.688602,9.688602,N/E,N/E,112.735579,113.986968,99.768021,100.504132,N/E,N/E,132.882697,134.354919,118.543369,119.684341,621.636129,625.134362,N/E,N/E,100.753028,101.941028,N/E,N/E,N/E,N/E,N/E,N/E,2.808147,2.916719,3.000579,3.214065,N/E,8.500000,5.000000,N/E,10.000000,7.750000,4.500000,N/E,2.970000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,11595.000000,N/E,4.000000,N/E,N/E,610.389005,613.498545,388.000000,N/E,1816.000000,3.030000,N/E,3.030000,99.872691,99.906358,N/E,N/E,98.984566,99.018233,10139.000000,119.742520,120.883492,7.750000,1039.000000,560.826521,563.547369,3.500000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
